candidate_id,family,name,thesis,primary_role,market_scope,data_required,source_class,source_signal_class,mapping_status,discovery_status,validation_status,lockbox_status,prospective_status,live_decision_weight,capital_permission,claim_ceiling,notes
OAP_PREDICTOR_INTANSP,open_source_cross_sectional_asset_pricing,Intangible return using Sale2P,"In each month, run a cross-sectional regression of a firm's five-year stock return on 5 year lagged SP (defined above) and a constructed regressor that is the change in SP from 5 years ago to today plus the five-year stock return. The residual from that regression is IntanSP.",direction,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,Not as clear as the other Intan* variables because the other coefficients in the regression are significant.  We took the liberty to remove the price filter and categorize this as clear
OAP_PREDICTOR_INTMOM,open_source_cross_sectional_asset_pricing,Intermediate Momentum,Stock return between months t-12 and t-6,direction,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Text says they use VW, but EW performs similarly. Table 2, column (1)."
OAP_PREDICTOR_INVESTMENT,open_source_cross_sectional_asset_pricing,Investment to revenue,Ratio of capital investment (capx) to revenue (revt) divided by the firm-specific 36-month rolling mean of that ratio. Exclude if revenue less than \$10m.,value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,OP mean return is only 17 bps per month characteristic adjusted.  We deviate somewhat from OP in the port sort by going LS 5-1 instead of (4+5) - (1+2) because OP value weights within each quintile which we can't do easily in our code.
OAP_PREDICTOR_INVESTPPEINV,open_source_cross_sectional_asset_pricing,change in ppe and inv/assets,"One-year change in property, plants and equipment (ppegt) plus one year change in inventory (invt), scaled by one-year lagged assets (at).",value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Not in a table.  Page 2837 has untabulated results.  OP does a complicated 3x3 sort with size two stage portfolio construction, but we just equal-weight."
OAP_PREDICTOR_INVGROWTH,open_source_cross_sectional_asset_pricing,Inventory Growth,"Defate invt growth using gnp deflator.  Signal is deflated invt growth rate from fiscal year t to fiscal year t-1.  Drop if 1 digit sic code is 4 or 6, or if at or ppent <= 0",value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_IOMOM_CUST,open_source_cross_sectional_asset_pricing,Customers momentum,"We download BEA Make-Use Tables, match to Compustat by NAICS assuming 5 year lag, compute returns within BEA 70 industries.  Then match each industry-year to matched-industry weights corresponding to IO tables as follows: for supplier mom, industry comes from cols of Use table, matched industries from the rows.  For customer mom: industry from rows of make table, matched industries from cols.  Weights exclude own-industry entries.  For each industry-month, average returns of matched industries, weighted using IO tables.  Sort industries into deciles based on matched returns, assign firm-months to industry deciles, Finally, long stocks in deciles 8-10 and short decile 1. Drop pre-1986 due to NAICS availability.  ",direction,US_equities_cross_section,Other,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Early in the paper, they use a stock level  mv reg with many controls.  Later in the paper, they sort industry portfolios instead of stocks.  Given that it would have been more straightforward to just sort on stocks, I think the evidence on standard portfolio sorts is unclear (hence this is a likely predictor, not clear)"
OAP_PREDICTOR_IOMOM_SUPP,open_source_cross_sectional_asset_pricing,Suppliers momentum,"We download BEA Make-Use Tables, match to Compustat by NAICS assuming 5 year lag, compute returns within BEA 70 industries.  Then match each industry-year to matched-industry weights corresponding to IO tables as follows: for supplier mom, industry comes from cols of Use table, matched industries from the rows.  For customer mom: industry from rows of make table, matched industries from cols.  Weights exclude own-industry entries.  For each industry-month, average returns of matched industries, weighted using IO tables.  Sort industries into deciles based on matched returns, assign firm-months to industry deciles, Finally, long stocks in deciles 8-10 and short decile 1. Drop pre-1986 due to NAICS availability.  ",direction,US_equities_cross_section,Other,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Early in the paper, they use a stock level  mv reg with many controls.  Later in the paper, they sort industry portfolios instead of stocks.  Given that it would have been more straightforward to just sort on stocks, I think the evidence on standard portfolio sorts is unclear (hence this is a likely predictor, not clear)"
OAP_PREDICTOR_LEVERAGE,open_source_cross_sectional_asset_pricing,Market leverage,Total liabilities (lt) divided by market value of equity.,cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_LRREVERSAL,open_source_cross_sectional_asset_pricing,Long-run reversal,Stock return between months t-36 and t-13.,direction,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,Insignificant at 12-month horizon.  Many alternative signal designs lead to similar results.
OAP_PREDICTOR_MAXRET,open_source_cross_sectional_asset_pricing,Maximum return over month,Maximum of daily returns (ret) over the previous month,vulnerability_or_range,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,Doesn't work as well EW.  Very nonlinear return vs decile
OAP_PREDICTOR_MEANRANKREVGROWTH,open_source_cross_sectional_asset_pricing,Revenue Growth Rank,"Rank firms by their annual revenue growth each year over the past 5 years. MeanRankRevGrowth is the weighted average of ranks over the past 5 years, that is, MeanRankRevGrowth = (5*Rank$_{t-1}$ + 4*Rank$_{t-2}$ + 3*Rank$_{t-3}$ + 2*Rank$_{t-4}$ + 1*Rank$_{t-5}$)/15. Exclude NASDAQ stocks.",cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Lots of supporting results, but not exactly what we do.  Tab 6 panel 2 finds t=4.5 using 3x3 sort with CF and LS corners."
OAP_PREDICTOR_MOM12M,open_source_cross_sectional_asset_pricing,Momentum (12 month),Stock return between months t-12 and t-1,direction,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,see Mom6m
OAP_PREDICTOR_MOM12MOFFSEASON,open_source_cross_sectional_asset_pricing,Momentum without the seasonal part,Average return in  other months over the previous year.,direction,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,This acronym has a different form than the other off season Heston and Sadka ones because its behavior is distinct.  The other off season signals behave like long-term reversal.
OAP_PREDICTOR_MOM6M,open_source_cross_sectional_asset_pricing,Momentum (6 month),Stock return between months t-6 and t-1,direction,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"OP doesn't skip the current month in the signal, and instead skips one week before buying the portfolio.  We follow McLean and Pontiff, Green-Hand-Zhang, and others in skipping the current month instead."
OAP_PREDICTOR_MOM6MJUNK,open_source_cross_sectional_asset_pricing,Junk Stock Momentum,Mom6m. Include only stocks with a credit rating (splticrm) of BBB or lower. Drop if missing credit rating or non-standard credit rating.,direction,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_MOMOFFSEASON,open_source_cross_sectional_asset_pricing,Off season long-term reversal,Average return in other months over the preceding 2-5 years.,direction,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_MOMOFFSEASON06YRPLUS,open_source_cross_sectional_asset_pricing,Off season reversal years 6 to 10,Average return in other months over the preceding 6-10 years.,direction,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_MOMOFFSEASON16YRPLUS,open_source_cross_sectional_asset_pricing,Off season reversal years 16 to 20,Average return in other months over the preceding 16-20 years.,direction,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_MOMREV,open_source_cross_sectional_asset_pricing,Momentum and LT Reversal,"Binary variable equal to 1 if firm is in the highest Mom6m quintile and the lowest Mom36m quintile, and equal to 0 if firm is in the lowest Mom6m quintile and the highest Mom36m quintile. Exclude if price less than 5.",direction,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_MOMSEASON,open_source_cross_sectional_asset_pricing,Return seasonality years 2 to 5,Average return in the same month over the preceding 2-5 years.,cross_sectional_selection,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Perhaps one should only include this signal from Heston and Sadka.  Certainly one shouldn't have 5 flavors of seasonal momentum, and on top of that 5 flavors of the off-season.  We include all of this to nest HXZ, however.  And technically, all of these strategies are found in the paper."
OAP_PREDICTOR_MOMSEASON06YRPLUS,open_source_cross_sectional_asset_pricing,Return seasonality years 6 to 10,Average return in the same month over the preceding 6-10 years.,cross_sectional_selection,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_MOMSEASON11YRPLUS,open_source_cross_sectional_asset_pricing,Return seasonality years 11 to 15,Average return in the same month over the preceding 11-15 years.,cross_sectional_selection,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_MOMSEASON16YRPLUS,open_source_cross_sectional_asset_pricing,Return seasonality years 16 to 20,Average return in the same month over the preceding 16-20 years.,cross_sectional_selection,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_MOMSEASONSHORT,open_source_cross_sectional_asset_pricing,Return seasonality last year,Average return in the same monthin the previous year.,cross_sectional_selection,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_MOMVOL,open_source_cross_sectional_asset_pricing,Momentum in high volume stocks,"Define momentum as Mom6m, and volume as the rolling average of the past 6 months of monthly turnover (minimum 5 months).  Independent sort stocks into 10 momentum ports and 3 volume ports. Keep if volume is in the top port, and assign signal = momentum port.  Drop if less than 2 years on CRSP.",execution_or_flow,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,We use monthly instead of daily volume.
OAP_PREDICTOR_MS,open_source_cross_sectional_asset_pricing,Mohanram G-score,"See code for details.  MS is only evaluated for low BM firms and comes from combining three signals related to profitability and cash flow, two signals related to income volatility, and three signals related to investment.",cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"OP's signal is really complicated, and the text is not extremely detailed.  We do the best we can to mimic OP's results, but complications in data lagging, combining annual and quarterly data, and sample selection make this extremely difficult.  We get a t-stat near 6 and monotonic returns, quite in the spirite of OP, but still far from OP's t-stat of 9.  Could be that OP uses overlapping samples.  We use Portfolio Period = 1 to try to get close."
OAP_PREDICTOR_NETDEBTFINANCE,open_source_cross_sectional_asset_pricing,Net debt financing,"Long-term debt issuance (dltis) minus long-term debt reduction (dltr) minus current debt changes (dlcch), scaled by average total assets (at) in years t-1 and t. Replace missing values of dlcch with 0. Exclude if ratio is greater than 1.",cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_NETDEBTPRICE,open_source_cross_sectional_asset_pricing,Net debt to price,"Long-term debt (dltt) plus debt in current liabilities (dlc) plus preferred stock (pstk) plus preferred dividends in arrears (dvpa) minus treasury stock (tstkp) minus cash and short-term investments (che), scaled by market value of equity. Exclude if SIC between 6000 and 6999, or if missing value for total assets (at), net income (ib), common shares outstanding (csho), book value of equity (ceq) or price close fiscal year (prcc\_f).  Keep only 3rd B/M Quintile, following Table 4 (and in contrast to Table 1).",cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"need to adjust sample dates: even though paper says it begins in 1962, there is only 1 stock for the first 5 months of 1962.  ND/P in paper.  Table 4a has size adjusted returns for double sorts, on NDP and NOA/POA.  I chose 5th NOA/POA Portfolio, but they're all similar.  Table 1 Panel C has decile sort returns, but no hedge returns.  Performance here is not great, as noted in the text.  Best performance is Table 4 which reports conditional sorts.  OP drops extreme obs but we don't."
OAP_PREDICTOR_NETEQUITYFINANCE,open_source_cross_sectional_asset_pricing,Net equity financing,"Sale of common stock (sstk) minus  purchase of common stock (prstkc), scaled by average total assets (at) from years t and t-1. Exclude if absolute value of ratio is greater than 1.",cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_NETPAYOUTYIELD,open_source_cross_sectional_asset_pricing,Net Payout Yield,"Dividends (dvc) plus purchase of common and preferred stock (prstkc) minus sale of common and preferred stock (sstk), divided by market value of equity lagged 6 months.  Exclude if NetPayoutYield is 0, financial firm based on SIC code, ceq <= 0, or less than 2 years in CRSP",value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,See PayoutYield
OAP_PREDICTOR_NOA,open_source_cross_sectional_asset_pricing,Net Operating Assets,"Difference between operating assets and operating liabilities, scaled by lagged total assets. Operating assets are total assets (at) minus cash- and short-term investments (che), operating liabilities are total assets minus long-term debt (dltt), minority interest (mib), deferred charges (dc) and book equity (ceq).",cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_OPLEVERAGE,open_source_cross_sectional_asset_pricing,Operating leverage,"Sum of administrative expenses (xsga) and cost of goods sold (cogs), scaled by total assets (at).  Use xsga = 0 if xsga is missing.",cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table III panel b shows EW raw returns strong (t-stat 3.38), somewhat weaker after factor adjustment or in VW returns. Table IIIv has both raw and alphas."
OAP_PREDICTOR_OPTIONVOLUME1,open_source_cross_sectional_asset_pricing,Option to stock volume,"Total monthly option volume (volume) over all puts and calls, divided by monthly stock trading volume (vol). Exclude if price less than 1 or share code greater 11 or option volume or stock volume data are missing for the previous month.",execution_or_flow,US_equities_cross_section,Options,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"OP is actually weekly, and sorts in deciles, then  longs 9+10 and shorts 1+2"
OAP_PREDICTOR_ORDERBACKLOG,open_source_cross_sectional_asset_pricing,Order backlog,Order backlog (ob) divided by average total assets (at) in years t-1 and t. Exclude if order backlog is 0.,execution_or_flow,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table 3, but FMB size adjusted only. Other tables use nonlinear regressions."
OAP_PREDICTOR_ORDERBACKLOGCHG,open_source_cross_sectional_asset_pricing,Change in order backlog,Define normalized order backlog  as order backlog (ob) divided by average total assets (at) in years t-1 and t. Exclude if order backlog is 0.  Signal is normalized order backlog minus normalized order backlog one year ago.,execution_or_flow,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,OP is more aggressive than most and assumes a 4 month lag between fiscal year end and data availability.  We do the standard 6 month.
OAP_PREDICTOR_ORGCAP,open_source_cross_sectional_asset_pricing,Organizational capital,"Defined recursively. Set xsga to 0 if missing.  Initialize with OrgCap = 4*general expenses (xsga) in the first year, and calculate as .85*OrgCap previous year + xsga/gnpdeflator current year thereafter. Scale by total assets (at).  Keep only december year ends, and non-financials, and non-missing sic code.  Then winsoriz at the 1% level and standardized by subtracting the same month within-industry mean (Fama French 17 industries) and dividing by the same month within industry standard deviation of OrgCap.",cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,OP only examines the industry adjusted version and explains clearly why.
OAP_PREDICTOR_OSCORE,open_source_cross_sectional_asset_pricing,O Score,"OScore = -1.32 - .407*log(at/GNP deflator) + 6.03*(lt/at) - 1.43*( (act - lct)/at) + .076*(lct/act) - 1.72*I(lt > at) - 2.37*(ib/at) - 1.83*(fopt/lt) + .285*(ib + ib$_{t-12}$ + ib$_{t-24}$ < 0) -  .521*( (ib - ib$_{t-12}$)/(abs(ib) + .abs(ib$_{t-12}$)) ). fopt = oancf if fopt is missing.  Exclude Exclude if SIC code between 3999 and 4999, or greater than 5999. Exclude if price less than 5.  Then exclude if OScore is in bottom quintile of OScore (original paper shows non-monotonic returns, as does our replication)",vulnerability_or_range,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table 4 has returns by portfolio, but no t-stats.  Table 5 shows t=3.36 if you long low 70% and short high 10%.  OP does not mention price screen, but without the screen results are far, and with it results are very close."
OAP_PREDICTOR_PATENTSRD,open_source_cross_sectional_asset_pricing,Patents to RD expenses,"Drop obs before 1975.  Set expenses for research and development (xrd) and number of patents (npat)  to 0 if missing. Calculate Patents to RD as patents in a year divided by $xrd_{t-2} + .8 xrd_{t-3} + .6 xrd_{t-4} + .4xrd_{t-5} + .2 xrd_{t-6}$. Drop if denominator = 0,  2 years or less in Compustat, sic in 6000s, ceq < 0.  Double independent sort using (a) size NYSE median (b) terciles of Patents to RD.  Long if in small size, highest tercile of Patents to RD, short if in small size, smallest tercile.",value_capture,US_equities_cross_section,Other,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table 9 does ff3 style VW to adjust for size.  Table 8 shows that predictability weak in large firms, so we just focus on small firms and VW to keep this spreadsheet manageable."
OAP_PREDICTOR_PAYOUTYIELD,open_source_cross_sectional_asset_pricing,Payout Yield,"Sum of dividends (dvc), purchase of common and preferred stock (prstkc) and max(preferred stock redemption value (pstkrv), 0) over market value of equity lagged 6 months.  Exclude if PayoutYield $\leq$ 0, financial firm based on SIC code, ceq <= 0, or less than 2 years in CRSP",value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"OP actually uses terciles and NYSE breaks in Tab 6 which shows long-short ports.  We instead implement ports following Tab 3, because the Tab 6 results appear to be sensitive to the details of the lagging.  A more rigorous lagging method seems to lead to t<2.  However, terciles with NYSE breaks seems unnecessarily conservative, and Tab 3 replicates quite well, so our implementation focuses on Tab 3, even though we write down Tab 6's t-stats."
OAP_PREDICTOR_PCTACC,open_source_cross_sectional_asset_pricing,Percent Operating Accruals,"Income before extraordinary items (ib) minus net cash flow (oancf) divided by absolute value of ib. If oancf is missing, PctAcc is defined as ( (act - act$_{t-12}$) - (che - che$_{t-12}$) - (  (lct - lct$_{t-12}$) - (dlc - dlc$_{t-12}$) - (txp - txp$_{t-12}$) - dp ) )/abs(ib). In either case, if ib is equal to 0, divide by .01 instead. Exclude if price less than 5.",value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table 4 Panel A: Report size-adjusted return hedges with p-values; t-stat is approximate, I converted the p-value to t but not exact since the table says p <.001 instead of giving a value."
OAP_PREDICTOR_PCTTOTACC,open_source_cross_sectional_asset_pricing,Percent Total Accruals,"Net income (ni) minus (purchase of common and preferred stock (prstkcc) minus sale of common and preferred stock (sstk) plus dividends (dvt), cash flow from operations (oancf), from financing (fincf) and investment (ivncf)). Scaled by absolute value of net income.",value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table 5 Panel A: Report size-adjusted return hedges with p-values; t-stat is approximate, I converted the p-value to t but not exact since the table says p <.001 instead of giving a value."
OAP_PREDICTOR_PRICE,open_source_cross_sectional_asset_pricing,Price,Log of absolute value of price (prc).,cross_sectional_selection,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_PRICEDELAYRSQ,open_source_cross_sectional_asset_pricing,Price delay r square,"Each July regress stock return on day $t$ on market return in $t, t-1, \ldots, t-4$ using observations from July 1 of the previous year to June 30 of the current year.  Then regress again with no market return lags.  PriceDelay Rsq = 1 - [Rsq from second regression]/[Rsq from first regression]",cross_sectional_selection,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Called D1 in paper.  Our primary delay measure, we use the daily stock level version.  OP focuses on complicated two-stage portfolio-based version"
OAP_PREDICTOR_PS,open_source_cross_sectional_asset_pricing,Piotroski F-score,Sum of nine indicator variables which are: 1 if net income (ib) greater 0; 1 if net cash flow (oancf) greater 0; 1 if return on assets (ib/at) increased relative to previous year; 1 if net cash flow greater net income; 1 if long-term debt to assets (dltt/at) declined over the previous year;  if current assets to current liabilities (act/lct) increased over the previous year; 1 if ebit/sale (ebit = ib + txt + xint) increased over the previous year; 1 if revenue to assets increased over the previous year; 1 if shrout $\leq$ shrout last year. Include highest quintile of book-to-market only.  Exclude if missing any of the input variables.,cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"OP does not explicitly say if it is equal or value weighting, but we find more similar results using VW.  OP also compounds returns within a year, and rebalances 4 months after the end of fiscal year.  To approximate, we do portfolio period = 1"
OAP_PREDICTOR_RD,open_source_cross_sectional_asset_pricing,R&D over market cap,R&D expense (xrd) over market value of equity.,cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table 4 has portfolio returns, but no-tstats.  Table 6 does not show LS, but it has t-stat for high = 4.44."
